どの領域でディープラーニングが創薬の生産性向上に利用されているか？,製薬業界,農業,物流,介護,製薬業界ではディープラーニングが創薬の生産性向上に利用されています。
収穫仕分け作業の支援にディープラーニングが活用されている例はどれか？,農業,物流,サービス,介護,収穫仕分け作業の支援には農業においてディープラーニングが活用されています。
インフラメンテナンス効率化のためにディープラーニングが活用されている例は何か？,コンクリートひび割れ検出,送電線点検,建設現場の効率化,産業廃棄物選別,インフラメンテナンス効率化ではコンクリートひび割れ検出や送電線点検にディ
自動運転技術においてディープラーニングが活用されている例は何か？,自動運転の工程内,ロボットタクシー,食品製造ライン,ばら積みピッキング,自動運転技術では自動運転の工程内でディープラーニング技術が活用されています。
医療領域でのディープラーニングの応用例として述べられているものはどれか？,胃がんの検出,介護サポート,ばら積みピッキング,不良品検出,医療領域では胃がんの検出や介護サポートにディープラーニングが応用されています。
物流の現場でのディープラーニングの活用例は何か？,倉庫運用最適化,不良品検出,コンクリートひび割れ検出,ばら積みピッキング,物流の現場では倉庫運用最適化にディープラーニングが活用されています。
金融領域でディープラーニングが主に活用されている領域はどれか？,株価予測,収穫仕分け,インフラメンテナンス,食品製造ライン,金融領域では主に株価予測や不正取引検知にディープラーニングが活用されています。
オンライン講義サービスでのディープラーニングの応用例はどれか？,講義動画内の検索対象化,ばら積みピッキング,不良品検出,自動運転の工程内,オンライン講義サービスでは講義動画内の先生の声や黒板の文字を検索対象化するためにディープラーニングが応用されています。
AIにおいて、人間の倫理観を考慮することが重要です。AIにまつわる倫理とは、「価値」に関する議論であり、これを英語で何というでしょう？,Ethics,Logic,Programming,Innovation,AIにおける「倫理」はEthicsを指し、技術だけでなく人間の価値観や行動規範に関わる議論です。
ディープラーニングの導入を考える際に、その技術が（　）であるかどうかを考慮する必要があります。,万能,制限された,単純な,自動的,ディープラーニングは万能な技術ではありません。特定のタイプのデータや問題には適さない場合があります。
プライバシーを保護するためのデザインプロセスを英語で何というでしょう？,Privacy by Design,Security by Design,Value Sensitive Design,User-Centered Design,「Privacy by Design」は、製品やサービスの設計段階からプライバシーを考慮するアプローチです。
データを扱う際に考慮すべき日本の法律は以下のうちどれでしょう？,著作権法,交通法,教育法,民法,データ収集や利用には、著作権法などの法律を考慮する必要があります。
データ加工時にプライバシーのリスクを減らすために重視されるプロセスは？,データマスキング,データクレンジング,データ分析,データ統合,データマスキングは、個人を特定できる情報を隠すことでプライバシーを保護する手法です。
アルゴリズムの調整で発生する問題を示す用語は？,フィルターバブル,データオーバーフロー,アルゴリズムバイアス,データスパースネス,フィルターバブルは、ユーザーの好みに基づいて情報を選択しすぎることで、多様な視点が失われる現象を指します。
AI開発において、技術的な安全性と透明性に関する国際的な原則を発表した組織は？,IEEE,UNESCO,WHO,ITU,IEEEは、AI開発における倫理的、透明性の高いアプローチを促進するための原則を提唱しています。
AI技術の悪用に対するセキュリティ対策を強化するため、2018年のどの国際会議で話題になりましたか？,ICML,G20,COP24,NATOサミット,2018年のICML（国際機械学習会議）では、AI技術の悪用に対するセキュリティ対策が重要な話題となりました。
AIシステムの実装段階で、変更前に事前の本人の同意が必要な個人情報の項目は？,利用目的,使用方法,データの種類,データ保管期間,実装段階で利用目的が変更される場合、個人情報の取り扱いに関して本人の同意が必要とされます。
AIに関するクライシスマネジメントにおいて、危機の種類と緊急レベルに応じて設定するものは？,報告先と初期対応目標時間,製品のリコール計画,市場調査,株主への通知,クライシスマネジメントでは、危機の種類と緊急レベルに基づき、報告先と初期対応目標時間を設定することが重要です。
